platform,title,type,release_year,runtime,main_genre_clean,imdb_score,imdb_votes
Netflix,Katherine Ryan: Glitter Room,MOVIE,2019,65,comedy,6.7,1956
Netflix,Seventeen,MOVIE,2019,99,drama,7.2,3940
Netflix,Jack Whitehall: I'm Only Joking,MOVIE,2020,58,comedy,6.6,1519
Netflix,Bulletproof 2,MOVIE,2020,97,action,3.5,615
Netflix,Shawn Mendes: In Wonder,MOVIE,2020,83,documentation,6.4,2049
Netflix,Alice Júnior,MOVIE,2019,90,romance,6.8,541
Netflix,School Life,MOVIE,2019,111,drama,6.5,2592
Netflix,El Pepe: A Supreme Life,MOVIE,2019,74,documentation,7.1,1887
Netflix,Hikaru Utada Laughter in the Dark Tour 2018,MOVIE,2019,141,music,8.2,92
Netflix,Raat Akeli Hai,MOVIE,2020,149,crime,7.3,17570
Netflix,Patria,MOVIE,2019,89,documentation,7.2,105
Netflix,The Ruthless,MOVIE,2019,111,crime,6.2,6237
Netflix,Lady Driver,MOVIE,2020,104,drama,5.7,1538
Netflix,Under the Riccione Sun,MOVIE,2020,101,romance,5.5,2463
Netflix,Good Sam,MOVIE,2019,90,romance,5.7,2951
Netflix,Funny Boy,MOVIE,2020,109,drama,6.4,913
Netflix,Kevin Hart: Irresponsible,MOVIE,2019,60,comedy,6.5,4506
Netflix,Airplane Mode,MOVIE,2020,96,comedy,5.1,2603
Netflix,Paradise Beach,MOVIE,2019,93,action,4.6,2242
Netflix,Petta,MOVIE,2019,172,action,7.3,9778
Netflix,LA Originals,MOVIE,2020,92,documentation,7.2,1820
Netflix,A California Christmas,MOVIE,2020,106,romance,5.8,9831
Netflix,Secrets of the Saqqara Tomb,MOVIE,2020,113,documentation,7.2,6326
Netflix,Alien Warfare,MOVIE,2019,88,action,2.6,3527
Netflix,Funan,MOVIE,2019,82,drama,6.8,935
Netflix,The Knight Before Christmas,MOVIE,2019,92,comedy,5.5,17862
Netflix,Black Beach,MOVIE,2020,115,drama,5.6,1572
Netflix,Hospital,MOVIE,2020,89,horror,3.1,383
Netflix,Ella Fitzgerald: Just One of Those Things,MOVIE,2019,89,documentation,6.9,447
Netflix,Enter the Anime,MOVIE,2019,58,documentation,2.6,1647
Netflix,Offering to the Storm,MOVIE,2020,139,crime,6.2,6391
Netflix,Our Planet: Behind the Scenes,MOVIE,2019,63,documentation,8.3,1723
Netflix,The Binding,MOVIE,2020,93,horror,4.8,4203
Netflix,Back of the Net,MOVIE,2019,86,drama,5.1,704
Netflix,Knock Down the House,MOVIE,2019,86,documentation,7.2,12496
Netflix,Romeo Akbar Walter,MOVIE,2019,139,thriller,6.6,5773
Netflix,Seven,MOVIE,2019,113,drama,7.3,31
Netflix,Parchís: the Documentary,MOVIE,2019,105,documentation,6.8,542
Netflix,Memories of a Teenager,MOVIE,2019,93,drama,6.5,816
Netflix,Notes for My Son,MOVIE,2020,83,drama,6.4,928
Netflix,Rising Phoenix,MOVIE,2020,105,documentation,8.1,1683
Netflix,Made in China,MOVIE,2019,128,comedy,6.2,4382
Netflix,Operation Christmas Drop,MOVIE,2020,95,romance,5.8,11444
Netflix,Eeb Allay Ooo!,MOVIE,2020,97,drama,7.2,1586
Netflix,The Influence,MOVIE,2019,99,documentation,4.6,3738
Netflix,Brave Blue World,MOVIE,2019,50,documentation,6.7,791
Netflix,DNA,MOVIE,2020,90,drama,5.9,1052
Netflix,Rising High,MOVIE,2020,94,comedy,5.9,5029
Netflix,Spelling the Dream,MOVIE,2020,82,documentation,6.9,720
Netflix,Rogue Warfare: Death of a Nation,MOVIE,2020,103,war,3.3,380
Netflix,Monster Run,MOVIE,2020,104,fantasy,5.2,417
Netflix,Youth v Gov,MOVIE,2020,110,documentation,6.7,70
Netflix,Really Love,MOVIE,2020,95,romance,6.1,847
Netflix,Rhys Nicholson: Live at the Athenaeum,MOVIE,2020,65,comedy,7.5,316
Netflix,Dragons: Rescue Riders: Secrets of the Songwing,MOVIE,2020,45,animation,5.0,181
Netflix,Wira,MOVIE,2019,108,action,6.3,476
Netflix,Malaal,MOVIE,2019,136,drama,5.8,1066
Netflix,Ronny Chieng: Asian Comedian Destroys America!,MOVIE,2019,63,comedy,7.4,3224
Netflix,All Together Now,MOVIE,2020,92,drama,6.5,4388
Netflix,Luka Chuppi,MOVIE,2019,126,comedy,6.3,11345
Netflix,Bheeshma,MOVIE,2020,151,comedy,6.5,4028
Netflix,Calum von Moger: Unbroken,MOVIE,2019,93,documentation,6.2,851
Netflix,Octonauts and the Caves of Sac Actun,MOVIE,2020,72,family,6.2,181
Netflix,18 Presents,MOVIE,2020,110,drama,6.9,3791
Netflix,Panipat,MOVIE,2019,171,history,5.2,5615
Netflix,Three Thieves,MOVIE,2019,108,comedy,8.2,7
Netflix,Cinderela Pop,MOVIE,2019,94,romance,4.5,1061
Netflix,Isi & Ossi,MOVIE,2020,113,romance,6.4,8309
Netflix,The Millions,MOVIE,2019,94,comedy,5.4,49
Netflix,Maria,MOVIE,2019,89,action,5.0,2065
Netflix,Residue,MOVIE,2020,90,drama,6.5,576
Netflix,Beats,MOVIE,2019,109,drama,6.3,5219
Netflix,Eric Andre: Legalize Everything,MOVIE,2020,51,comedy,6.1,2535
Netflix,Wheels of Fortune,MOVIE,2020,107,comedy,5.3,804
Netflix,Christmas Crossfire,MOVIE,2020,106,thriller,4.8,1373
Netflix,The Scary House,MOVIE,2020,100,thriller,5.4,3787
Netflix,Xico's Journey,MOVIE,2020,85,family,5.1,544
Netflix,"Hello, Privilege. It's Me, Chelsea",MOVIE,2019,64,documentation,4.5,1993
Netflix,"Berlin, Berlin",MOVIE,2020,80,comedy,3.8,543
Netflix,The Main Event,MOVIE,2020,102,family,4.8,2327
Netflix,Kannum Kannum Kollaiyadithaal,MOVIE,2020,162,comedy,7.7,6851
Netflix,"ariana grande: excuse me, i love you",MOVIE,2020,97,documentation,6.3,2591
Netflix,Bobbleheads: The Movie,MOVIE,2020,82,animation,2.3,366
Netflix,The Christmas Chronicles: Part Two,MOVIE,2020,112,fantasy,6.0,29538
Netflix,Octonauts and the Great Barrier Reef,MOVIE,2020,47,animation,6.5,141
Netflix,Malibu Rescue,MOVIE,2019,69,family,4.9,1277
Netflix,It Takes a Lunatic,MOVIE,2019,120,documentation,6.6,174
Netflix,Bert Kreischer: Hey Big Boy,MOVIE,2020,62,comedy,7.0,1973
Netflix,Midnight at the Magnolia,MOVIE,2020,87,comedy,5.8,5373
Netflix,Girls with Balls,MOVIE,2019,77,horror,3.9,3272
Netflix,A Kid from Coney Island,MOVIE,2019,89,documentation,7.0,554
Netflix,Soni,MOVIE,2019,97,crime,7.1,2788
Netflix,Malang,MOVIE,2020,135,romance,6.5,10490
Netflix,Mrs. Serial Killer,MOVIE,2020,106,thriller,4.2,19484
Netflix,Tragic Jungle,MOVIE,2020,96,drama,5.6,937
Netflix,Rubaru Roshni,MOVIE,2019,110,documentation,8.6,591
Netflix,The Man Without Gravity,MOVIE,2019,107,fantasy,5.8,2547
Netflix,Shine Your Eyes,MOVIE,2020,102,drama,6.5,321
Netflix,The Little Switzerland,MOVIE,2019,86,comedy,4.8,1260
Netflix,Mucho Mucho Amor: The Legend of Walter Mercado,MOVIE,2020,96,documentation,7.2,3312
Netflix,Menendez: The Day of the Lord,MOVIE,2020,93,drama,4.9,1008
Netflix,Single Slipper Size - 7,MOVIE,2019,120,thriller,8.4,3143
Netflix,Happy Old Year,MOVIE,2019,113,drama,7.2,2245
Netflix,37 Seconds,MOVIE,2019,115,drama,7.4,2713
Netflix,Keeping the Bees,MOVIE,2019,93,drama,5.8,834
Netflix,Psycho,MOVIE,2020,134,drama,6.2,4153
Netflix,Simon Amstell: Set Free,MOVIE,2019,51,comedy,6.5,815
Netflix,The Most Dangerous Man in Europe,MOVIE,2020,68,documentation,6.8,215
Netflix,Dragon Quest: Your Story,MOVIE,2019,102,action,6.5,2831
Netflix,Jack Whitehall: Christmas with my Father,MOVIE,2019,64,comedy,6.0,951
Netflix,Full Out 2: You Got This!,MOVIE,2020,90,family,4.6,521
Netflix,Tune in for Love,MOVIE,2019,122,romance,7.1,4102
Netflix,#AnneFrank. Parallel Stories,MOVIE,2019,92,drama,6.5,1548
Netflix,Who Would You Take to a Deserted Island?,MOVIE,2019,90,comedy,5.3,2487
Netflix,Sarah Cooper: Everything's Fine,MOVIE,2020,49,comedy,5.5,1726
Netflix,Paris Is Us,MOVIE,2019,84,drama,4.6,1425
Netflix,The Path of the Anaconda,MOVIE,2019,73,documentation,6.7,279
Netflix,A Christmas Prince: The Royal Baby,MOVIE,2019,84,romance,5.4,6764
Netflix,All the Freckles in the World,MOVIE,2019,90,comedy,5.2,1290
Netflix,Oprah Winfrey Presents: When They See Us Now,MOVIE,2019,61,documentation,7.7,2350
Netflix,Out of the Clear Blue Sky,MOVIE,2019,112,drama,6.5,1447
Netflix,Quiet,MOVIE,2020,102,drama,6.4,325
Netflix,Fortune Feimster: Sweet & Salty,MOVIE,2020,61,comedy,6.8,997
Netflix,Gather,MOVIE,2020,74,documentation,7.8,202
Netflix,Bombay Rose,MOVIE,2019,97,drama,6.2,608
Netflix,Jo Pil-ho: The Dawning Rage,MOVIE,2019,127,drama,6.3,2193
Netflix,ReMastered: The Miami Showband Massacre,MOVIE,2019,70,documentation,7.0,1400
Netflix,Amy Schumer: Growing,MOVIE,2019,61,comedy,5.4,3872
Netflix,Motichoor Chaknachoor,MOVIE,2019,150,comedy,5.8,2856
Netflix,Chris D'Elia: No Pain,MOVIE,2020,55,comedy,5.9,1789
Netflix,A New York Christmas Wedding,MOVIE,2020,88,drama,5.3,1123
Netflix,Classmates Minus,MOVIE,2020,122,drama,7.1,1625
Netflix,Little Big Women,MOVIE,2020,123,drama,7.2,2330
Netflix,Indoo Ki Jawani,MOVIE,2020,115,comedy,3.0,6075
Netflix,Franco Escamilla: bienvenido al mundo,MOVIE,2019,54,comedy,7.0,231
Netflix,Class of '83,MOVIE,2020,98,drama,5.8,5628
Netflix,Jungle Beat: The Movie,MOVIE,2020,84,family,5.4,1029
Netflix,Villain,MOVIE,2020,97,crime,5.9,3324
Netflix,Bigflo & Oli: Hip Hop Frenzy,MOVIE,2020,100,documentation,6.7,122
Netflix,Shanghai Fortress,MOVIE,2019,107,scifi,4.3,2383
Netflix,Kabir Singh,MOVIE,2019,172,drama,7.0,31918
Netflix,Seth Meyers: Lobby Baby,MOVIE,2019,61,comedy,7.4,2592
Netflix,Firebrand,MOVIE,2019,116,drama,5.1,280
Netflix,Deadly Switch,MOVIE,2019,86,thriller,4.5,1374
Netflix,Whitney Cummings: Can I Touch It?,MOVIE,2019,59,comedy,6.5,1751
Netflix,Jeff Dunham: Beside Himself,MOVIE,2019,58,comedy,6.9,1102
Netflix,Uma Maheswara Ugra Roopasya,MOVIE,2020,136,comedy,7.7,1663
Netflix,Gunjan Saxena: The Kargil Girl,MOVIE,2020,112,action,5.6,34567
Netflix,The Beast,MOVIE,2020,90,crime,5.2,4323
Netflix,Kitty Love: An Homage to Cats,MOVIE,2020,60,documentation,5.1,472
Netflix,Nate: A One Man Show,MOVIE,2020,59,comedy,6.6,346
Netflix,Cargo,MOVIE,2019,113,fantasy,5.6,2929
Netflix,The Yin-Yang Master: Dream of Eternity,MOVIE,2020,132,drama,6.4,4751
Netflix,Hazel Brugger: Tropical,MOVIE,2020,59,comedy,6.2,419
Netflix,Uyare,MOVIE,2019,125,drama,8.0,3612
Netflix,Choked: Paisa Bolta Hai,MOVIE,2020,114,thriller,5.7,5380
Netflix,Òlòtūré,MOVIE,2019,106,drama,5.5,791
Netflix,Travis Scott: Look Mom I Can Fly,MOVIE,2019,85,documentation,6.3,4629
Netflix,Tell Me When,MOVIE,2020,95,romance,5.7,1002
Netflix,Bridezilla,MOVIE,2019,93,romance,6.1,53
Netflix,Emicida: AmarElo - It's All for Yesterday,MOVIE,2020,89,music,8.5,1510
Netflix,Shawn Mendes: Live in Concert,MOVIE,2020,87,music,7.1,327
Netflix,The (Silent) War,MOVIE,2019,123,thriller,5.5,681
Netflix,I Am Vengeance: Retaliation,MOVIE,2020,90,action,3.4,3075
Netflix,Afonso Padilha: Classless,MOVIE,2020,63,comedy,6.8,197
Netflix,Fierce,MOVIE,2020,118,comedy,5.5,1234
Netflix,The Lost Okoroshi,MOVIE,2020,94,action,5.8,175
Netflix,Lift Like a Girl,MOVIE,2020,93,documentation,7.8,213
Netflix,The Trap,MOVIE,2019,90,comedy,4.3,1625
Netflix,Road to Roma,MOVIE,2020,73,documentation,7.7,656
Netflix,Larry the Cable Guy: Remain Seated,MOVIE,2020,67,comedy,6.6,268
Netflix,Asphalt Goddess,MOVIE,2020,126,drama,4.9,177
Netflix,The Crystal Calls - Making The Dark Crystal: Age of Resistance,MOVIE,2019,83,documentation,7.6,534
Netflix,The Spooky Tale of Captain Underpants Hack-a-Ween,MOVIE,2019,45,action,5.9,208
Netflix,The Road to El Camino: Behind the Scenes of El Camino: A Breaking Bad Movie,MOVIE,2019,13,documentation,7.1,1415
Netflix,Cemara's Family,MOVIE,2019,110,family,7.7,787
Netflix,Ek Ladki Ko Dekha Toh Aisa Laga,MOVIE,2019,121,drama,5.6,4378
Netflix,The Larva Island Movie,MOVIE,2020,89,animation,5.1,655
Netflix,Ultras,MOVIE,2020,109,drama,6.2,4892
Netflix,"Ken Jeong: You Complete Me, Ho",MOVIE,2019,62,comedy,5.7,2402
Netflix,The Stand at Paxton County,MOVIE,2020,102,thriller,6.3,1103
Netflix,A Second Chance: Rivals!,MOVIE,2019,89,drama,4.6,394
Netflix,Murder to Mercy - The Cyntoia Brown Story,MOVIE,2020,96,documentation,6.3,2776
Netflix,Alex Fernández: The Best Comedian in the World,MOVIE,2020,51,comedy,6.1,142
Netflix,Angela's Christmas Wish,MOVIE,2020,47,animation,7.1,1451
Netflix,Strain,MOVIE,2020,106,drama,5.6,25
Netflix,"¡Ay, mi madre!",MOVIE,2019,81,comedy,3.9,404
Netflix,Ramprasad Ki Tehrvi,MOVIE,2019,106,drama,7.5,5385
Netflix,Bulbbul,MOVIE,2020,94,fantasy,6.5,11844
Netflix,Thiago Ventura: POKAS,MOVIE,2020,82,comedy,6.4,196
Netflix,Red Snow,MOVIE,2019,100,drama,4.5,157
Netflix,Dolly Parton's Christmas on the Square,MOVIE,2020,98,comedy,5.2,2686
Netflix,You've Got This,MOVIE,2020,111,romance,5.8,1297
Netflix,"Rob Schneider: Asian Momma, Mexican Kids",MOVIE,2020,44,comedy,5.5,716
Netflix,Los Tigres del Norte at Folsom Prison,MOVIE,2019,64,documentation,7.0,174
Netflix,Despite Everything,MOVIE,2019,75,comedy,5.3,4956
Netflix,Tiffany Haddish: Black Mitzvah,MOVIE,2019,55,comedy,6.3,967
Netflix,Into the Beat,MOVIE,2020,102,music,5.3,1345
Netflix,What the F* Is Going On?,MOVIE,2019,86,documentation,7.4,173
Netflix,Cuddle Weather,MOVIE,2019,95,drama,6.0,413
Netflix,The Three Deaths of Marisela Escobedo,MOVIE,2020,109,crime,8.1,1683
Netflix,Rogue Warfare: The Hunt,MOVIE,2019,103,action,3.1,590
Netflix,99 Songs,MOVIE,2019,128,romance,6.6,2275
Netflix,Uncovered,MOVIE,2019,95,crime,4.6,24
Netflix,The Rope Curse 2,MOVIE,2020,104,horror,4.7,354
Netflix,Bennett's War,MOVIE,2019,94,drama,6.0,899
Netflix,Night on Earth: Shot in the Dark,MOVIE,2020,59,documentation,7.7,306
Netflix,Shikara,MOVIE,2020,118,drama,3.3,15092
Netflix,A Land Imagined,MOVIE,2019,95,thriller,6.2,1297
Netflix,Hating Peter Tatchell,MOVIE,2020,91,documentation,7.6,787
Netflix,Twin Murders: The Silence of the White City,MOVIE,2019,110,action,5.3,5307
Netflix,The Man Who Feels No Pain,MOVIE,2019,136,comedy,7.3,7761
Netflix,The Boys in the Band: Something Personal,MOVIE,2020,28,documentation,7.2,362
Netflix,Any Crybabies Around?,MOVIE,2020,106,drama,6.0,168
Netflix,Holiday Rush,MOVIE,2019,94,drama,4.9,2723
Netflix,Love,MOVIE,2020,91,thriller,7.0,1544
Netflix,The Body,MOVIE,2019,104,thriller,5.5,3321
Netflix,The Blue Elephant 2,MOVIE,2019,130,horror,8.2,9475
Netflix,A Choo,MOVIE,2020,101,romance,5.5,378
Netflix,The Claus Family,MOVIE,2020,96,comedy,5.5,2022
Netflix,Sillu Karupatti,MOVIE,2019,138,drama,8.0,1748
Netflix,K. D.,MOVIE,2019,119,drama,8.4,1787
Netflix,Street Flow,MOVIE,2019,96,drama,6.4,1527
Netflix,Torbaaz,MOVIE,2020,132,drama,6.9,17892
Netflix,Sam Jay: 3 in the Morning,MOVIE,2020,64,comedy,6.4,520
Netflix,The Magic School Bus Rides Again: Kids in Space,MOVIE,2020,45,action,6.1,86
Netflix,Iliza Shlesinger: Unveiled,MOVIE,2019,78,comedy,6.5,1688
Netflix,Michelle Buteau: Welcome to Buteaupia,MOVIE,2020,58,comedy,7.0,589
Netflix,Vikruthi,MOVIE,2019,123,drama,7.4,1574
Netflix,Nasha Natasha,MOVIE,2020,83,documentation,6.3,305
Netflix,Manmadhudu 2,MOVIE,2019,155,comedy,4.8,708
Netflix,Just Another Christmas,MOVIE,2020,101,comedy,6.7,4506
Netflix,The App,MOVIE,2019,79,drama,2.7,1347
Netflix,Dance Dreams: Hot Chocolate Nutcracker,MOVIE,2020,80,documentation,7.0,341
Netflix,Once Again,MOVIE,2019,101,drama,7.0,980
Netflix,Dragons: Rescue Riders: Hunt for the Golden Dragon,MOVIE,2020,46,animation,5.1,155
Netflix,Intuition,MOVIE,2020,116,thriller,5.5,2663
Netflix,Still Laugh-In: The Stars Celebrate,MOVIE,2019,60,comedy,5.2,590
Netflix,Mi amigo Alexis,MOVIE,2019,100,drama,5.1,346
Netflix,Vir Das: For India,MOVIE,2020,75,comedy,7.7,1260
Netflix,True: Friendship Day,MOVIE,2020,23,animation,6.9,23
Netflix,Shimla Mirchi,MOVIE,2020,129,romance,4.6,1537
Netflix,Felix Lobrecht: Hype,MOVIE,2020,59,comedy,5.8,261
Netflix,Evelyn,MOVIE,2019,95,documentation,7.2,772
Netflix,The Unknown Saint,MOVIE,2020,100,comedy,6.5,1127
Netflix,Penalty,MOVIE,2019,128,sport,5.3,878
Netflix,Albert Pinto Ko Gussa Kyun Aata Hai?,MOVIE,2019,94,crime,5.5,1922
Netflix,Spirit Riding Free: Spirit of Christmas,MOVIE,2019,45,animation,5.2,124
Netflix,AK vs AK,MOVIE,2020,108,drama,6.9,14195
Netflix,Nneka the Pretty Serpent,MOVIE,2020,140,horror,3.7,126
Netflix,Varane Avashyamund,MOVIE,2020,145,comedy,6.9,2803
Netflix,Chopsticks,MOVIE,2019,100,comedy,6.5,4729
Netflix,U-Turn,MOVIE,2020,120,thriller,4.4,272
Netflix,Kappela,MOVIE,2020,113,romance,7.5,3289
Netflix,The Fisherman's Diary,MOVIE,2020,142,drama,6.4,631
Netflix,Back to School,MOVIE,2019,83,comedy,5.3,1267
Netflix,ReMastered: Massacre at the Stadium,MOVIE,2019,64,documentation,7.2,787
Netflix,Fearless,MOVIE,2020,89,animation,4.9,1735
Netflix,Chaman Bahar,MOVIE,2020,111,drama,6.9,6926
Netflix,Sethum Aayiram Pon,MOVIE,2019,102,drama,7.2,349
Netflix,ReMastered: The Lion's Share,MOVIE,2019,84,music,6.9,637
Netflix,"Ray Romano: Right Here, Around the Corner",MOVIE,2019,58,comedy,7.2,1693
Netflix,Arsenio Hall: Smart and Classy,MOVIE,2019,63,comedy,6.0,460
Netflix,Guna 369,MOVIE,2019,146,romance,6.7,19
Netflix,High & Low: The Worst,MOVIE,2019,125,action,6.7,516
Netflix,Whipped,MOVIE,2020,97,drama,4.0,642
Netflix,Masameer: The Movie,MOVIE,2020,112,animation,5.9,2274
Netflix,Luccas Neto in: Summer Camp,MOVIE,2019,87,comedy,2.8,54
Netflix,Bulbul Can Sing,MOVIE,2019,95,drama,7.0,390
Netflix,Maska,MOVIE,2020,111,comedy,5.9,1451
Netflix,The 3rd Eye 2,MOVIE,2019,115,thriller,5.4,596
Netflix,Dead Kids,MOVIE,2019,94,crime,5.3,494
Netflix,Too Handsome To Handle,MOVIE,2019,106,comedy,6.7,564
Netflix,Ginny Weds Sunny,MOVIE,2020,125,comedy,5.7,4776
Netflix,Dark City Beneath the Beat,MOVIE,2020,65,documentation,6.6,141
Netflix,The Car: Road to Revenge,MOVIE,2019,89,action,4.0,1096
Netflix,Jezebel,MOVIE,2020,88,drama,6.6,931
Netflix,Kenny Sebastian: The Most Interesting Person in the Room,MOVIE,2020,67,comedy,6.0,1007
Netflix,Father Soldier Son,MOVIE,2020,99,war,7.3,952
Netflix,Juanita,MOVIE,2019,90,drama,6.0,2362
Netflix,A Family Reunion Christmas,MOVIE,2019,29,comedy,5.8,219
Netflix,Nimbe: The Movie,MOVIE,2019,110,drama,5.9,57
Netflix,Chippa,MOVIE,2019,90,drama,6.5,1103
Netflix,Isa Pa with Feelings,MOVIE,2019,102,comedy,7.8,344
Netflix,Omo Ghetto: The Saga,MOVIE,2020,110,comedy,7.5,60
Netflix,The Knight and the Princess,MOVIE,2019,97,comedy,5.5,394
Netflix,Showtime 1958,MOVIE,2020,110,drama,5.6,25
Netflix,One-Way to Tomorrow,MOVIE,2020,90,comedy,5.6,4819
Netflix,"Colin Quinn: Red State, Blue State",MOVIE,2019,65,comedy,7.6,727
Netflix,Malibu Rescue: The Next Wave,MOVIE,2020,70,comedy,4.8,841
Netflix,Money Trap,MOVIE,2019,121,action,6.0,14565
Netflix,Kaali Khuhi,MOVIE,2020,90,thriller,3.5,1230
Netflix,Nothing to Lose 2,MOVIE,2019,96,drama,3.0,655
Netflix,Blood Will Tell,MOVIE,2019,113,thriller,6.1,831
Netflix,George Lopez: We'll Do It for Half,MOVIE,2020,51,comedy,5.7,452
Netflix,Time Out,MOVIE,2019,93,comedy,5.9,47
Netflix,Dark Forces,MOVIE,2020,81,horror,2.7,597
Netflix,Pegasus,MOVIE,2019,98,comedy,6.3,1813
Netflix,Bhangra Paa Le,MOVIE,2020,131,music,6.2,361
Netflix,Milestone,MOVIE,2020,98,drama,6.6,634
Netflix,122,MOVIE,2019,95,horror,6.0,5563
Netflix,Saavat,MOVIE,2019,117,thriller,6.5,176
Netflix,Dorasani,MOVIE,2019,130,drama,5.8,199
Netflix,Krishna and His Leela,MOVIE,2020,125,comedy,5.6,1579
Netflix,A Go! Go! Cory Carson Halloween,MOVIE,2020,21,animation,6.4,51
Netflix,Axone,MOVIE,2019,96,comedy,6.9,2213
Netflix,Dilan 1991,MOVIE,2019,118,drama,6.5,1071
Netflix,A Go! Go! Cory Carson Christmas,MOVIE,2020,21,animation,6.1,50
Netflix,Dying to Tell,MOVIE,2019,87,documentation,6.8,351
Netflix,Tootsies & The Fake,MOVIE,2019,108,comedy,5.9,485
Netflix,Namaste Wahala,MOVIE,2020,106,comedy,5.1,1557
Netflix,Guillermo Vilas: Settling the Score,MOVIE,2020,94,documentation,7.1,655
Netflix,The Beginning of Life 2: Outside,MOVIE,2020,92,documentation,8.0,20
Netflix,90 ML,MOVIE,2019,125,drama,3.3,577
Netflix,Citation,MOVIE,2020,151,thriller,6.1,970
Netflix,Adam Devine: Best Time of Our Lives,MOVIE,2019,58,comedy,5.9,959
Netflix,Dogwashers,MOVIE,2020,107,crime,5.8,601
Netflix,Small Chops,MOVIE,2020,98,drama,3.0,31
Netflix,Kaagar,MOVIE,2019,129,crime,6.2,64
Netflix,Stunt School,MOVIE,2019,95,comedy,4.4,1141
Netflix,Bypass Road,MOVIE,2019,137,thriller,5.4,1022
Netflix,La Vocera,MOVIE,2020,82,documentation,7.2,55
Netflix,Fan Girl,MOVIE,2020,100,drama,6.6,382
Netflix,Ahaan,MOVIE,2019,81,comedy,7.0,327
Netflix,Ricardo Quevedo: los amargados somos más,MOVIE,2019,58,comedy,7.3,97
Netflix,Deon Cole: Cole Hearted,MOVIE,2019,69,comedy,6.9,895
Netflix,Who's the Boss,MOVIE,2020,105,comedy,5.7,39
Netflix,27 Steps of May,MOVIE,2019,112,drama,8.0,492
Netflix,Mere Pyare Prime Minister,MOVIE,2019,104,drama,6.8,646
Netflix,Brother in Love,MOVIE,2019,115,comedy,7.0,6337
Netflix,All Because of You,MOVIE,2020,101,romance,3.9,218
Netflix,Urzila Carlson: Overqualified Loser,MOVIE,2020,62,comedy,6.3,366
Netflix,From Stress to Happiness,MOVIE,2020,60,documentation,6.3,208
Netflix,Luccas Neto em: Uma Babá Muito Esquisita,MOVIE,2019,75,comedy,3.0,36
Netflix,Jai Mummy Di,MOVIE,2020,103,comedy,3.7,946
Netflix,One Day We'll Talk About Today,MOVIE,2020,121,drama,7.4,1155
Netflix,Perfume Imaginary Museum “Time Warp”,MOVIE,2020,53,music,6.5,24
Netflix,Dolly Kitty and Those Twinkling Stars,MOVIE,2019,120,drama,5.5,7580
Netflix,Mariposa,MOVIE,2020,117,comedy,6.9,725
Netflix,Kedibone,MOVIE,2020,94,drama,4.5,174
Netflix,Kevin Hart's Guide to Black History,MOVIE,2019,60,comedy,5.5,1347
Netflix,London Hughes: To Catch A D*ck,MOVIE,2020,60,comedy,4.7,326
Netflix,Jeff Garlin: Our Man in Chicago,MOVIE,2019,58,comedy,5.9,425
Netflix,Milea,MOVIE,2020,99,drama,6.1,564
Netflix,Guatemala: Heart of the Mayan World,MOVIE,2019,66,documentation,6.6,224
Netflix,Furtive,MOVIE,2020,84,thriller,5.1,328
Netflix,Illegal Woman,MOVIE,2020,119,drama,6.1,201
Netflix,Seriously Single,MOVIE,2020,107,comedy,4.4,1266
Netflix,Four Sisters Before the Wedding,MOVIE,2020,116,comedy,6.2,186
Netflix,Girl's Revenge,MOVIE,2020,81,drama,5.7,204
Netflix,Velvet Colección: Grand Finale,MOVIE,2020,82,comedy,7.2,8
Netflix,Aaviri,MOVIE,2019,113,drama,3.5,104
Netflix,A Home with a View,MOVIE,2019,92,comedy,5.9,301
Netflix,A Trash Truck Christmas,MOVIE,2020,28,action,5.5,214
Netflix,RattleSnake: The Ahanna Story,MOVIE,2020,135,drama,4.7,110
Netflix,The Bling Lagosians,MOVIE,2019,97,drama,6.4,94
Netflix,Sitara,MOVIE,2019,128,drama,8.0,5
Netflix,Léa & I,MOVIE,2019,84,documentation,6.5,215
Netflix,Mundina Nildana,MOVIE,2019,106,drama,6.2,364
Netflix,Tuna Girl,MOVIE,2019,89,drama,6.1,148
Netflix,Mo Gilligan: Momentum,MOVIE,2019,64,comedy,6.3,439
Netflix,This Lady Called Life,MOVIE,2020,120,drama,6.7,65
Netflix,Andre and His Olive Tree,MOVIE,2020,104,documentation,6.7,207
Netflix,Guddiyan Patole,MOVIE,2019,127,comedy,7.0,740
Netflix,Santana,MOVIE,2020,106,action,3.8,984
Netflix,Hunter in the Blue Side of Manchester,MOVIE,2020,89,drama,5.7,46
Netflix,Tarung Sarung,MOVIE,2020,115,drama,5.9,196
Netflix,Gold Statue,MOVIE,2019,145,drama,6.2,52
Netflix,The Zoya Factor,MOVIE,2019,134,romance,4.3,2451
Netflix,"Hello, Love, Goodbye",MOVIE,2019,118,drama,7.3,1050
Netflix,Super Monsters Furever Friends,MOVIE,2019,58,fantasy,5.7,70
Netflix,Hot Gimmick: Girl Meets Boy,MOVIE,2019,119,drama,4.4,454
Netflix,Yeh Ballet,MOVIE,2020,117,drama,7.5,1335
Netflix,Andhaghaaram,MOVIE,2020,171,thriller,7.6,3746
Netflix,Liss Pereira: Reteniendo Liquidos,MOVIE,2019,59,comedy,6.4,94
Netflix,Hire a Woman,MOVIE,2019,109,romance,7.1,32
Netflix,Super Monsters Save Christmas,MOVIE,2019,24,family,4.8,57
