platform,title,type,release_year,runtime,main_genre_clean,imdb_score,imdb_votes
Netflix,Retablo,MOVIE,2018,95,drama,7.5,1763
Netflix,John Leguizamo's Latin History for Morons,MOVIE,2018,89,comedy,7.3,808
Netflix,Orbiter 9,MOVIE,2017,95,drama,5.9,7738
Netflix,White Fang,MOVIE,2018,87,animation,6.9,3682
Netflix,Sand Storm,MOVIE,2017,87,drama,6.8,3492
Netflix,Generation Iron 3,MOVIE,2018,75,documentation,6.2,3169
Netflix,Jo Koy: Live from Seattle,MOVIE,2017,63,comedy,7.2,1357
Netflix,"Oh, Hello on Broadway",MOVIE,2017,102,comedy,7.7,3141
Netflix,Camarón: The Film,MOVIE,2018,104,documentation,7.5,307
Netflix,The Outcasts,MOVIE,2017,95,comedy,5.4,4567
Netflix,Gnome Alone,MOVIE,2017,85,family,5.6,3488
Netflix,How to Be Really Bad,MOVIE,2018,100,comedy,6.2,1152
Netflix,The Angel,MOVIE,2018,114,thriller,6.6,14115
Netflix,Father of the Year,MOVIE,2018,94,comedy,5.2,11545
Netflix,The B-Side: Elsa Dorfman's Portrait Photography,MOVIE,2017,76,documentation,6.7,763
Netflix,Demetri Martin: The Overthinker,MOVIE,2018,56,comedy,7.2,1708
Netflix,The Death and Life of Marsha P. Johnson,MOVIE,2017,105,documentation,7.2,2964
Netflix,Happy Anniversary,MOVIE,2018,78,romance,5.7,4265
Netflix,Dry Martina,MOVIE,2018,95,comedy,5.8,999
Netflix,El Camino Christmas,MOVIE,2017,89,comedy,5.7,8830
Netflix,The Legacy of a Whitetail Deer Hunter,MOVIE,2018,83,comedy,5.5,3924
Netflix,Clinical,MOVIE,2017,104,thriller,5.1,8030
Netflix,Godzilla: City on the Edge of Battle,MOVIE,2018,105,animation,5.8,4896
Netflix,My Masterpiece,MOVIE,2018,100,comedy,7.1,6162
Netflix,Ronnie Coleman: The King,MOVIE,2018,93,documentation,7.0,3839
Netflix,Hasan Minhaj: Homecoming King,MOVIE,2017,72,comedy,8.2,7250
Netflix,The Climb,MOVIE,2017,103,comedy,6.9,7505
Netflix,Secret Superstar,MOVIE,2017,150,drama,7.8,24832
Netflix,A Twelve-Year Night,MOVIE,2018,117,drama,7.5,9920
Netflix,Dear Ex,MOVIE,2018,99,drama,7.3,6317
Netflix,Manhunt,MOVIE,2017,106,thriller,5.2,3247
Netflix,Flavors of Youth,MOVIE,2018,68,romance,6.6,7359
Netflix,Burn Out,MOVIE,2018,107,thriller,6.2,3803
Netflix,Modest Heroes,MOVIE,2018,18,fantasy,6.6,2705
Netflix,Iliza Shlesinger: Elder Millennial,MOVIE,2018,72,comedy,7.2,4059
Netflix,The Seven Deadly Sins: Prisoners of the Sky,MOVIE,2018,99,fantasy,7.1,4768
Netflix,The Battleship Island,MOVIE,2017,132,drama,7.1,7095
Netflix,Sanju,MOVIE,2018,159,drama,7.7,52227
Netflix,Point Blank,MOVIE,2017,86,action,5.7,14324
Netflix,"Ron White: If You Quit Listening, I'll Shut Up",MOVIE,2018,63,comedy,6.5,841
Netflix,Craig Ferguson: Tickle Fight,MOVIE,2017,66,comedy,6.6,999
Netflix,Sarkar,MOVIE,2018,164,drama,7.0,18453
Netflix,Casting JonBenet,MOVIE,2017,81,documentation,6.1,5426
Netflix,They'll Love Me When I'm Dead,MOVIE,2018,98,documentation,7.4,5053
Netflix,Strong Island,MOVIE,2017,107,documentation,6.4,3892
Netflix,Come Sunday,MOVIE,2018,106,drama,6.0,2307
Netflix,The Most Hated Woman in America,MOVIE,2017,91,drama,6.1,6618
Netflix,Lommbock,MOVIE,2017,102,comedy,6.7,3687
Netflix,Wedding Unplanned,MOVIE,2017,94,romance,5.7,1707
Netflix,Spyder,MOVIE,2017,145,thriller,6.3,10339
Netflix,The Killer,MOVIE,2017,99,western,6.0,2664
Netflix,Lust Stories,MOVIE,2018,120,drama,6.4,10830
Netflix,The Most Unknown,MOVIE,2018,92,documentation,6.5,2129
Netflix,The Motive,MOVIE,2017,104,drama,6.5,5713
Netflix,Mercury 13,MOVIE,2018,79,documentation,6.9,1180
Netflix,Eerie,MOVIE,2018,101,horror,4.6,2324
Netflix,Tig Notaro: Happy To Be Here,MOVIE,2018,58,comedy,6.6,1365
Netflix,Benji,MOVIE,2018,87,drama,6.3,4774
Netflix,The Little Vampire 3D,MOVIE,2017,83,family,5.4,1721
Netflix,Time Share,MOVIE,2018,96,horror,5.9,2793
Netflix,Rip Tide,MOVIE,2017,85,family,5.4,3472
Netflix,Holy Camp!,MOVIE,2017,109,comedy,6.2,4052
Netflix,Alaska Is a Drag,MOVIE,2017,83,drama,6.5,421
Netflix,Parmanu: The Story of Pokhran,MOVIE,2018,129,drama,7.6,23973
Netflix,Zero,MOVIE,2018,180,romance,5.2,27346
Netflix,Amateur,MOVIE,2018,17,drama,5.9,4459
Netflix,Pottersville,MOVIE,2017,85,comedy,5.4,4696
Netflix,A Christmas Prince: The Royal Wedding,MOVIE,2018,92,romance,5.3,10698
Netflix,The Bleeding Edge,MOVIE,2018,99,documentation,7.6,2720
Netflix,Lowriders,MOVIE,2017,99,crime,5.6,2542
Netflix,Derren Brown: The Push,MOVIE,2018,69,reality,7.5,3637
Netflix,The Warning,MOVIE,2018,93,thriller,5.9,6356
Netflix,NY Prison Break: The Seduction of Joyce Mitchell,MOVIE,2017,103,crime,5.5,348
Netflix,S.W.A.T.: Under Siege,MOVIE,2017,89,action,4.5,3572
Netflix,6 Balloons,MOVIE,2018,75,drama,5.9,4144
Netflix,Chasing Coral,MOVIE,2017,93,documentation,8.1,5188
Netflix,Next Gen,MOVIE,2018,105,action,6.6,17445
Netflix,First Match,MOVIE,2018,94,drama,6.4,2272
Netflix,Sunday's Illness,MOVIE,2018,113,drama,6.9,3570
Netflix,I Am Not an Easy Man,MOVIE,2018,98,fantasy,6.3,14432
Netflix,Justice,MOVIE,2017,99,western,4.0,1237
Netflix,Seth Rogen's Hilarity for Charity,MOVIE,2018,70,comedy,5.0,2381
Netflix,Charming,MOVIE,2018,90,comedy,5.6,3518
Netflix,Christmas Wedding Planner,MOVIE,2017,86,romance,4.3,5978
Netflix,Budapest,MOVIE,2018,102,comedy,5.4,2952
Netflix,All I Wish,MOVIE,2018,94,romance,5.2,1600
Netflix,Angamaly Diaries,MOVIE,2017,132,drama,7.9,6013
Netflix,ReMastered: Tricky Dick & The Man in Black,MOVIE,2018,58,documentation,7.1,1519
Netflix,Fred Armisen: Standup for Drummers,MOVIE,2018,65,music,5.8,1294
Netflix,Thi Mai,MOVIE,2018,99,comedy,6.0,2558
Netflix,Battle,MOVIE,2018,95,drama,5.9,4248
Netflix,Holy Goalie,MOVIE,2018,95,comedy,5.3,1634
Netflix,Saving Capitalism,MOVIE,2017,73,documentation,6.8,3213
Netflix,Bibi & Tina: Perfect Pandemonium,MOVIE,2017,110,fantasy,4.0,470
Netflix,Mom,MOVIE,2017,147,drama,7.2,10522
Netflix,Christmas Inheritance,MOVIE,2017,105,romance,5.7,11720
Netflix,An Imperfect Murder,MOVIE,2017,71,crime,3.2,1679
Netflix,LEGO Marvel Super Heroes: Guardians of the Galaxy - The Thanos Threat,MOVIE,2017,22,scifi,5.8,451
Netflix,Killing Hasselhoff,MOVIE,2017,80,comedy,4.4,2682
Netflix,Shepherds and Butchers,MOVIE,2017,106,drama,6.8,3357
Netflix,The Skin of the Wolf,MOVIE,2018,110,romance,5.8,3108
Netflix,The Holiday Calendar,MOVIE,2018,94,romance,5.7,10060
Netflix,Deidra & Laney Rob a Train,MOVIE,2017,92,drama,6.0,1913
Netflix,Sahara,MOVIE,2017,86,animation,5.5,2802
Netflix,Take Your Pills,MOVIE,2018,87,documentation,6.3,5151
Netflix,And Breathe Normally,MOVIE,2018,102,drama,6.9,3073
Netflix,Naked,MOVIE,2017,96,comedy,5.4,19482
Netflix,The Invisible Guardian,MOVIE,2017,129,thriller,6.4,15901
Netflix,Jim Jefferies: This Is Me Now,MOVIE,2018,70,comedy,7.3,4045
Netflix,Cities of Last Things,MOVIE,2018,106,drama,6.2,1669
Netflix,Si saben cómo me pongo ¿Pa' qué me invitan?,MOVIE,2018,89,comedy,4.5,223
Netflix,It's for Your Own Good,MOVIE,2017,93,comedy,5.5,2347
Netflix,The Laws of Thermodynamics,MOVIE,2018,100,comedy,6.0,2762
Netflix,Handsome: A Netflix Mystery Movie,MOVIE,2017,81,comedy,5.2,4551
Netflix,Hometown Holiday,MOVIE,2018,84,comedy,5.0,1003
Netflix,Jailbreak,MOVIE,2017,100,action,5.4,1467
Netflix,"Roxanne, Roxanne",MOVIE,2017,98,drama,6.2,3222
Netflix,Quién te cantará,MOVIE,2018,125,drama,6.9,2915
Netflix,Something Huge,MOVIE,2017,86,comedy,4.4,483
Netflix,Lucid Dream,MOVIE,2017,101,thriller,6.1,3680
Netflix,Carbone,MOVIE,2017,104,thriller,6.5,2587
Netflix,Bhavesh Joshi Superhero,MOVIE,2018,155,action,7.6,8857
Netflix,Nothing to Hide,MOVIE,2018,93,drama,6.8,15185
Netflix,The Awakening of Motti Wolkenbruch,MOVIE,2018,94,comedy,6.6,4330
Netflix,Bill Burr: Walk Your Way Out,MOVIE,2017,77,comedy,7.2,7256
Netflix,The Legend of Cocaine Island,MOVIE,2018,87,documentation,6.3,3323
Netflix,Birdshot,MOVIE,2017,116,thriller,6.6,792
Netflix,Steel Rain,MOVIE,2017,139,action,7.1,5581
Netflix,Christmas with a View,MOVIE,2018,90,romance,5.1,4574
Netflix,Greg Davies: You Magnificent Beast,MOVIE,2018,66,comedy,7.1,2387
Netflix,Catfight,MOVIE,2017,96,comedy,5.9,6323
Netflix,Paradise Lost,MOVIE,2018,110,drama,6.9,689
Netflix,Ali's Wedding,MOVIE,2017,110,romance,6.9,5008
Netflix,Toilet: A Love Story,MOVIE,2017,155,comedy,7.2,20896
Netflix,When Angels Sleep,MOVIE,2018,94,thriller,5.5,3684
Netflix,The Stolen,MOVIE,2017,98,western,5.3,1330
Netflix,Perú: Tesoro Escondido,MOVIE,2017,76,documentation,6.1,527
Netflix,Break,MOVIE,2018,91,drama,5.7,1177
Netflix,Black Is Beltza,MOVIE,2018,88,thriller,5.8,301
Netflix,Edge of Fear,MOVIE,2018,91,action,4.4,3187
Netflix,Ryan Hamilton: Happy Face,MOVIE,2017,56,comedy,7.3,932
Netflix,Bad Seeds,MOVIE,2018,100,comedy,7.3,5461
Netflix,Shéhérazade,MOVIE,2018,111,thriller,7.0,2242
Netflix,The Mansion,MOVIE,2017,100,comedy,4.6,2645
Netflix,Yucatán,MOVIE,2018,129,comedy,5.5,2143
Netflix,Mike Birbiglia: Thank God for Jokes,MOVIE,2017,71,comedy,7.5,2494
Netflix,Us and Them,MOVIE,2018,120,drama,7.3,4198
Netflix,Pad Man,MOVIE,2018,140,drama,7.9,25539
Netflix,On My Skin,MOVIE,2018,100,drama,7.3,9211
Netflix,Sun Dogs,MOVIE,2017,93,comedy,6.2,2322
Netflix,Derren Brown: Miracle,MOVIE,2018,73,documentation,6.5,1037
Netflix,Manto,MOVIE,2018,113,drama,7.3,4248
Netflix,Little Boxes,MOVIE,2017,84,drama,5.9,1986
Netflix,Raising the Bar,MOVIE,2017,93,family,5.5,1555
Netflix,Bomb Scared,MOVIE,2017,89,comedy,5.6,2871
Netflix,Baazaar,MOVIE,2018,140,crime,6.5,5590
Netflix,Ittefaq,MOVIE,2017,107,crime,7.2,12262
Netflix,Giant,MOVIE,2017,114,drama,6.6,4302
Netflix,Chris Rock: Tamborine,MOVIE,2018,64,comedy,6.6,6982
Netflix,Take Me,MOVIE,2017,83,comedy,6.1,5970
Netflix,Ee Nagaraniki Emaindi,MOVIE,2018,120,drama,7.9,2879
Netflix,Patton Oswalt: Annihilation,MOVIE,2017,66,comedy,7.2,2377
Netflix,LEGO Marvel Super Heroes: Black Panther - Trouble in Wakanda,MOVIE,2018,22,fantasy,5.6,572
Netflix,Rory Scovel Tries Stand-Up for the First Time,MOVIE,2017,66,comedy,6.7,831
Netflix,Revenger,MOVIE,2018,102,action,5.7,4311
Netflix,Coin Heist,MOVIE,2017,97,family,4.7,2743
Netflix,Joy,MOVIE,2018,99,drama,6.6,1304
Netflix,Hakkunde,MOVIE,2017,92,drama,6.4,49
Netflix,Jagga Jasoos,MOVIE,2017,180,comedy,6.3,10283
Netflix,Getaway Plan,MOVIE,2017,105,action,5.6,1867
Netflix,The Drug King,MOVIE,2018,139,crime,6.2,3159
Netflix,Jab Harry Met Sejal,MOVIE,2017,200,drama,5.0,20593
Netflix,Katt Williams: Great America,MOVIE,2018,60,comedy,6.2,940
Netflix,Derren Brown: Sacrifice,MOVIE,2018,49,documentation,7.1,1806
Netflix,Struggle: The Life and Lost Art of Szukalski,MOVIE,2018,104,documentation,7.9,4195
Netflix,Sky Ladder: The Art of Cai Guo-Qiang,MOVIE,2017,80,documentation,7.3,1463
Netflix,The Fortress,MOVIE,2017,140,drama,6.8,2537
Netflix,Qarib Qarib Singlle,MOVIE,2017,125,comedy,7.1,8327
Netflix,Disconnect,MOVIE,2018,107,romance,5.3,118
Netflix,Feminists: What Were They Thinking?,MOVIE,2018,86,documentation,6.9,2233
Netflix,Duck Duck Goose,MOVIE,2018,82,comedy,5.7,3721
Netflix,A Christmas Prince,MOVIE,2017,92,romance,5.7,19514
Netflix,Azali,MOVIE,2018,92,drama,5.7,213
Netflix,Aiyaary,MOVIE,2018,157,thriller,5.2,4732
Netflix,SPF-18,MOVIE,2017,75,romance,3.2,5173
Netflix,Hari Kondabolu: Warn Your Relatives,MOVIE,2018,67,comedy,6.5,849
Netflix,Seeing Allred,MOVIE,2018,96,documentation,7.2,1357
Netflix,Resurface,MOVIE,2017,27,documentation,7.1,286
Netflix,The Tribe,MOVIE,2018,90,comedy,5.8,2721
Netflix,The Plagues of Breslau,MOVIE,2018,93,thriller,5.9,5012
Netflix,Sudani from Nigeria,MOVIE,2018,123,comedy,8.2,4159
Netflix,Pope Francis: A Man of His Word,MOVIE,2018,96,documentation,6.4,2260
Netflix,Candy Jar,MOVIE,2018,92,comedy,5.8,5048
Netflix,Neal Brennan: 3 Mics,MOVIE,2017,65,comedy,7.9,3302
Netflix,"To Each, Her Own",MOVIE,2018,95,comedy,5.4,1756
Netflix,Kuroko's Basketball the Movie: Last Game,MOVIE,2017,90,animation,7.7,2558
Netflix,Rock my Heart,MOVIE,2017,105,drama,6.5,993
Netflix,Mersal,MOVIE,2017,169,thriller,7.5,33832
Netflix,Jerry Before Seinfeld,MOVIE,2017,62,comedy,7.0,5709
Netflix,The Last Shaman,MOVIE,2017,83,documentation,6.6,1911
Netflix,All Good,MOVIE,2018,93,drama,6.5,1442
Netflix,Bareilly Ki Barfi,MOVIE,2017,123,romance,7.5,23336
Netflix,Expedition Happiness,MOVIE,2017,95,documentation,5.9,4538
Netflix,Dany Boon: Des Hauts-De-France,MOVIE,2018,113,comedy,6.2,95
Netflix,Baadshaho,MOVIE,2017,136,action,4.9,4880
Netflix,C/o Kancharapalem,MOVIE,2018,152,drama,8.9,6842
Netflix,Jack Whitehall: At Large,MOVIE,2017,67,comedy,6.8,2164
Netflix,The Rachel Divide,MOVIE,2018,104,documentation,6.3,2558
Netflix,Trevor Noah: Afraid of the Dark,MOVIE,2017,68,comedy,7.2,5213
Netflix,The Tree of Blood,MOVIE,2018,130,drama,6.3,3007
Netflix,Nothing to Lose,MOVIE,2018,130,drama,2.3,23031
Netflix,Spivak,MOVIE,2018,91,comedy,5.6,754
Netflix,"Love, Surreal and Odd",MOVIE,2017,95,comedy,5.6,3240
Netflix,Jefe,MOVIE,2018,89,comedy,5.4,1102
Netflix,Christmas in the Heartland,MOVIE,2017,90,family,5.8,1435
Netflix,Sir,MOVIE,2018,98,drama,7.7,7109
Netflix,Jim Gaffigan: Cinco,MOVIE,2017,73,comedy,7.1,2406
Netflix,Half Girlfriend,MOVIE,2017,135,drama,4.5,7233
Netflix,Ex-Shaman,MOVIE,2018,81,documentation,7.1,253
Netflix,The American Meme,MOVIE,2018,90,documentation,6.7,16650
Netflix,The Art of Loving: Story of Michalina Wislocka,MOVIE,2017,121,comedy,7.1,3690
Netflix,Dovlatov,MOVIE,2018,126,drama,6.4,1994
Netflix,El testigo,MOVIE,2018,76,documentation,8.1,213
Netflix,Weed the People,MOVIE,2018,98,documentation,7.3,344
Netflix,Maktub,MOVIE,2017,100,drama,7.3,2743
Netflix,Love per Square Foot,MOVIE,2018,133,comedy,7.2,8273
Netflix,Perdida,MOVIE,2018,103,crime,5.6,4762
Netflix,The Girl from the Song,MOVIE,2017,102,romance,5.6,1775
Netflix,Going for Gold,MOVIE,2018,89,drama,4.7,557
Netflix,Mubarakan,MOVIE,2017,156,drama,5.6,3961
Netflix,Qismat,MOVIE,2018,140,drama,8.1,3101
Netflix,Sara's Notebook,MOVIE,2018,115,thriller,5.9,2725
Netflix,Ali Wong: Hard Knock Wife,MOVIE,2018,64,comedy,7.3,4922
Netflix,Tom Segura: Disgraceful,MOVIE,2018,74,comedy,7.5,3851
Netflix,Paskal,MOVIE,2018,114,action,6.8,2964
Netflix,The Grown-Ups,MOVIE,2017,82,documentation,7.7,261
Netflix,Been So Long,MOVIE,2018,100,music,5.4,1108
Netflix,Soorma,MOVIE,2018,131,drama,7.3,5183
Netflix,The Mars Generation,MOVIE,2017,97,documentation,6.5,999
Netflix,Kalushi : The Story of Solomon Mahlangu,MOVIE,2017,106,thriller,6.5,321
Netflix,The Maus,MOVIE,2017,90,fantasy,4.7,6422
Netflix,Family Blood,MOVIE,2018,92,thriller,4.2,2955
Netflix,Pihu,MOVIE,2018,91,thriller,6.7,2482
Netflix,Superlopez,MOVIE,2018,108,comedy,5.4,3635
Netflix,Judd Apatow: The Return,MOVIE,2017,69,comedy,6.2,1321
Netflix,Armed to the Teeth,MOVIE,2018,105,documentation,7.9,650
Netflix,Sarah Silverman: A Speck of Dust,MOVIE,2017,71,comedy,6.9,3744
Netflix,Pa Paandi,MOVIE,2017,125,comedy,7.4,1734
Netflix,Nobody Speak: Trials of the Free Press,MOVIE,2017,95,documentation,6.4,4133
Netflix,Aapla Manus,MOVIE,2018,132,drama,7.0,933
Netflix,Dismissal,MOVIE,2017,90,comedy,5.0,979
Netflix,Christmas Catch,MOVIE,2018,80,romance,5.3,1439
Netflix,F.R.E.D.I.,MOVIE,2018,89,scifi,4.9,1018
Netflix,Love Beats Rhymes,MOVIE,2017,105,music,5.3,1072
Netflix,Naam Shabana,MOVIE,2017,147,thriller,6.2,6757
Netflix,Brian Regan: Nunchucks and Flamethrowers,MOVIE,2017,61,comedy,6.3,681
Netflix,#realityhigh,MOVIE,2017,99,comedy,5.1,6357
Netflix,DeRay Davis: How to Act Black,MOVIE,2017,66,comedy,6.1,432
Netflix,Def Comedy Jam 25,MOVIE,2017,81,comedy,6.6,1101
Netflix,The Gift,MOVIE,2017,85,drama,8.0,25
Netflix,Paranormal Investigation,MOVIE,2018,92,thriller,3.7,1671
Netflix,The Suit,MOVIE,2018,96,comedy,5.3,1645
Netflix,Amy Schumer: The Leather Special,MOVIE,2017,57,comedy,3.1,9830
Netflix,Bon Cop Bad Cop 2,MOVIE,2017,126,crime,6.6,4152
Netflix,A Very Country Christmas,MOVIE,2017,83,drama,6.0,1640
Netflix,Close Enemies,MOVIE,2018,111,thriller,6.4,2629
Netflix,A Fortunate Man,MOVIE,2018,162,drama,7.2,6194
Netflix,Pup Star: Better 2Gether,MOVIE,2017,90,family,4.3,239
Netflix,The 3rd Eye,MOVIE,2017,107,horror,5.1,1405
Netflix,Barbra: The Music ... The Mem'ries ... The Magic!,MOVIE,2017,108,documentation,7.5,448
Netflix,Unbridled,MOVIE,2018,96,thriller,5.0,507
Netflix,Sabrina,MOVIE,2018,98,horror,4.1,1757
Netflix,Maz Jobrani: Immigrant,MOVIE,2017,67,comedy,6.7,859
Netflix,48 Christmas Wishes,MOVIE,2017,84,family,3.9,1105
Netflix,How to Get Over a Breakup,MOVIE,2018,104,comedy,6.1,2003
Netflix,Pachamama,MOVIE,2018,72,fantasy,6.8,864
Netflix,Katherine Ryan: In Trouble,MOVIE,2017,63,comedy,7.0,2195
Netflix,Ascharya Fuck It,MOVIE,2018,90,thriller,5.1,914
Netflix,Dear Son,MOVIE,2018,100,drama,6.5,405
Netflix,Sofía Niño de Rivera: Natural Selection,MOVIE,2018,62,comedy,6.9,241
Netflix,Nappily Ever After,MOVIE,2018,98,comedy,6.4,9224
Netflix,Judwaa 2,MOVIE,2017,150,action,3.6,10740
Netflix,Christina P: Mother Inferior,MOVIE,2017,59,comedy,6.4,1001
Netflix,Forgive Us Our Debts,MOVIE,2018,104,drama,6.2,1604
Netflix,Milada,MOVIE,2017,130,drama,6.3,1331
Netflix,Right Here Right Now,MOVIE,2018,89,drama,5.4,311
Netflix,Mustang Island,MOVIE,2017,86,comedy,6.2,537
Netflix,Cycle,MOVIE,2018,96,comedy,8.1,504
Netflix,Paradox,MOVIE,2018,73,western,3.9,713
Netflix,Sparring,MOVIE,2017,95,drama,6.4,627
Netflix,The Chase,MOVIE,2017,110,thriller,6.6,3020
Netflix,Invisible,MOVIE,2017,87,drama,6.0,779
Netflix,Tiffany Haddish: She Ready! From the Hood to Hollywood!,MOVIE,2017,65,comedy,6.7,536
Netflix,Goyo: The Boy General,MOVIE,2018,155,action,6.7,799
Netflix,5 Star Christmas,MOVIE,2018,92,comedy,4.5,775
Netflix,Ani... Dr. Kashinath Ghanekar,MOVIE,2018,159,drama,8.4,1087
Netflix,Suzzanna: Buried Alive,MOVIE,2018,125,drama,5.5,914
Netflix,Stree,MOVIE,2018,128,horror,7.5,33455
Netflix,A Champion Heart,MOVIE,2018,90,family,5.9,406
Netflix,Burning Sands,MOVIE,2017,105,drama,6.0,2854
Netflix,Judah Friedlander: America Is the Greatest Country in the United States,MOVIE,2017,84,comedy,7.8,1447
Netflix,Take the 10,MOVIE,2017,80,comedy,4.7,3159
Netflix,Aurora,MOVIE,2018,110,horror,4.3,608
Netflix,The Bros,MOVIE,2017,102,comedy,6.1,664
Netflix,Jim Norton: Mouthful of Shame,MOVIE,2017,61,comedy,7.0,1328
Netflix,Merku Thodarchi Malai,MOVIE,2018,122,drama,8.6,1818
Netflix,Clair Obscur,MOVIE,2017,100,drama,6.5,2468
Netflix,Blanche Gardin: I Talk to Myself,MOVIE,2017,88,comedy,7.9,136
Netflix,Being Napoleon,MOVIE,2018,88,documentation,5.5,125
Netflix,The Milk System,MOVIE,2018,90,documentation,7.0,532
Netflix,The Price of Success,MOVIE,2017,92,drama,5.7,367
Netflix,Kuntilanak,MOVIE,2018,105,horror,4.6,672
Netflix,Dhh,MOVIE,2018,126,drama,7.8,346
Netflix,Malena Pichot: Estupidez compleja,MOVIE,2018,50,comedy,5.7,361
Netflix,The Girl Allergic to Wi-Fi,MOVIE,2018,104,comedy,6.2,308
Netflix,Mauli,MOVIE,2018,134,action,5.5,365
Netflix,Samouni Road,MOVIE,2018,129,animation,6.7,180
Netflix,Chief Daddy,MOVIE,2018,98,drama,4.7,283
Netflix,CIA: Comrade In America,MOVIE,2017,134,action,6.4,3088
Netflix,Bayonet,MOVIE,2018,101,drama,5.7,554
Netflix,In the Family,MOVIE,2017,124,comedy,7.7,23542
Netflix,Bert Kreischer: Secret Time,MOVIE,2018,57,comedy,7.3,2330
Netflix,Gad Gone Wild,MOVIE,2017,57,comedy,6.9,408
Netflix,Counterpunch,MOVIE,2017,91,documentation,6.7,918
Netflix,El Potro: lo mejor del amor,MOVIE,2018,122,drama,5.2,723
Netflix,Rajma Chawal,MOVIE,2018,129,drama,5.7,1853
Netflix,Russell Howard: Recalibrate,MOVIE,2017,69,comedy,7.4,1621
Netflix,Deranged,MOVIE,2017,99,thriller,3.2,14
Netflix,Marlon Wayans: Woke-ish,MOVIE,2018,68,comedy,6.5,1407
Netflix,Monster Island,MOVIE,2017,80,comedy,4.7,739
Netflix,Liberated: The New Sexual Revolution,MOVIE,2017,84,documentation,6.0,1502
Netflix,Your Son,MOVIE,2018,103,drama,6.1,4796
Netflix,Kingdom of Us,MOVIE,2017,109,documentation,6.9,904
Netflix,Njan Prakashan,MOVIE,2018,125,comedy,7.6,4405
Netflix,Target,MOVIE,2018,93,horror,4.0,509
Netflix,Maria Bamford: Old Baby,MOVIE,2017,64,comedy,6.1,945
Netflix,Gad Elmaleh: American Dream,MOVIE,2018,57,comedy,7.2,1047
Netflix,Rodney King,MOVIE,2017,52,drama,5.8,606
Netflix,Alter Ego,MOVIE,2017,111,drama,5.7,58
Netflix,Te Ata,MOVIE,2017,105,drama,7.4,736
Netflix,The Last Hour,MOVIE,2017,118,crime,6.3,522
Netflix,Loudon Wainwright III: Surviving Twin,MOVIE,2018,91,music,7.1,95
Netflix,"Michael Bolton's Big, Sexy Valentine's Day Special",MOVIE,2017,54,comedy,6.8,2126
Netflix,A Sort of Family,MOVIE,2017,95,thriller,6.3,701
Netflix,In Line,MOVIE,2017,115,drama,6.1,34
Netflix,All the Reasons to Forget,MOVIE,2017,90,romance,6.2,526
Netflix,Laerte-se,MOVIE,2017,100,documentation,7.0,694
Netflix,Awe!,MOVIE,2018,115,romance,7.7,5054
Netflix,ReMastered: Who Shot the Sheriff,MOVIE,2018,57,documentation,6.9,1430
Netflix,Good Game: The Beginning,MOVIE,2018,104,comedy,4.4,1841
Netflix,Tattoo of Revenge,MOVIE,2018,150,comedy,4.9,117
Netflix,Love Jacked,MOVIE,2018,100,comedy,5.8,2215
Netflix,The Bridge,MOVIE,2017,115,drama,5.6,38
Netflix,The Last Runaway,MOVIE,2018,107,crime,5.9,727
Netflix,Turkish Dance School,MOVIE,2017,106,comedy,5.6,2202
Netflix,Bigger Than Africa,MOVIE,2018,87,documentation,7.0,31
Netflix,Lionheart,MOVIE,2018,95,drama,5.6,1458
Netflix,Russell Brand: Re:Birth,MOVIE,2018,63,comedy,6.5,1221
Netflix,El club de los buenos infieles,MOVIE,2018,90,comedy,5.5,664
Netflix,Jeff Dunham: Relative Disaster,MOVIE,2017,70,comedy,6.4,1274
Netflix,The Most Assassinated Woman in the World,MOVIE,2018,102,thriller,5.3,1092
Netflix,Semesta,MOVIE,2018,88,documentation,7.3,111
Netflix,Stars in the Sky: A Hunting Story,MOVIE,2018,69,documentation,7.2,343
Netflix,Cook Off,MOVIE,2017,116,romance,6.0,354
Netflix,Kevin James: Never Don't Give Up,MOVIE,2018,62,comedy,6.2,1468
Netflix,Heaven Without People,MOVIE,2017,91,drama,7.6,1253
Netflix,My Birthday Song,MOVIE,2018,95,thriller,5.6,282
Netflix,Taramani,MOVIE,2017,150,drama,7.5,1639
Netflix,Love.com,MOVIE,2017,92,romance,5.8,757
Netflix,Born Racer,MOVIE,2018,88,action,6.1,262
Netflix,Manu,MOVIE,2018,182,thriller,7.6,1081
Netflix,Exes Baggage,MOVIE,2018,104,drama,6.4,269
Netflix,Teefa in Trouble,MOVIE,2018,155,drama,7.0,3659
Netflix,Up Among the Stars,MOVIE,2018,86,drama,6.2,498
Netflix,Food on the Go,MOVIE,2017,66,documentation,6.3,215
Netflix,Nigerian Prince,MOVIE,2018,104,thriller,5.7,397
Netflix,Isoken,MOVIE,2017,100,romance,6.4,322
Netflix,The Lost Brother,MOVIE,2017,112,thriller,6.5,1710
Netflix,Weapon of Choice,MOVIE,2018,90,documentation,4.8,162
Netflix,Lucas Brothers: On Drugs,MOVIE,2017,49,comedy,5.7,837
Netflix,A StoryBots Christmas,MOVIE,2017,25,animation,5.8,160
Netflix,The Birth Reborn 2,MOVIE,2018,91,documentation,6.6,5
Netflix,The Doll 2,MOVIE,2017,116,horror,5.1,550
Netflix,Free Rein: The Twelve Neighs of Christmas,MOVIE,2018,58,drama,6.6,5637
